protocol,load,run,delivery_prob,abort_prob,latency_avg,hopcount_avg,overhead_ratio,total_created,total_delivered,total_relays,total_aborted,P5_created,P5_delivered,P5_aborted,P5_relays,P4_created,P4_delivered,P4_aborted,P4_relays,P3_created,P3_delivered,P3_aborted,P3_relays,P2_created,P2_delivered,P2_aborted,P2_relays,P1_created,P1_delivered,P1_aborted,P1_relays,P5_deliveryRate,P5_avgLatency,P5_avgHops,P4_deliveryRate,P4_avgLatency,P4_avgHops,P3_deliveryRate,P3_avgLatency,P3_avgHops,P2_deliveryRate,P2_avgLatency,P2_avgHops,P1_deliveryRate,P1_avgLatency,P1_avgHops
sprayAndWait,extreme_load,run42,39.82,48.37,5717.05,0.86,2.22,18799.0,7486.0,16634.0,9093.0,3761,1865,1928,3654,3753,1395,1707,3344,3761,1403,1823,3118,3760,1424,1782,3243,3764,1399,1853,3275,49.59,7131.72,0.92,37.17,5275.78,0.88,37.3,5233.7,0.77,37.87,5214.36,0.85,37.17,5267.57,0.87
sprayAndWait,extreme_load,run43,32.04,43.89,5529.27,0.79,2.28,18799.0,6023.0,13760.0,8251.0,3761,1364,1525,2911,3753,1214,1683,2879,3761,1206,1719,2568,3760,1200,1723,3031,3764,1039,1601,2371,36.27,6996.29,0.92,32.35,5146.4,0.8,32.07,5045.73,0.65,31.91,5075.74,0.78,27.6,5135.77,0.79
sprayAndWait,extreme_load,run44,35.55,44.64,5568.71,0.9,2.45,18799.0,6683.0,16396.0,8391.0,3761,1593,1691,3620,3753,1345,1753,3111,3761,1197,1565,3380,3760,1178,1533,2748,3764,1370,1849,3537,42.36,6752.13,0.96,35.84,5325.73,0.83,31.83,4992.5,1.01,31.33,5163.02,0.86,36.4,5283.5,0.82
sprayAndWait,extreme_load,run45,32.34,42.52,5635.57,0.83,2.32,18799.0,6080.0,14133.0,7994.0,3761,1589,1713,3171,3753,1240,1703,2777,3761,1135,1508,2892,3760,1004,1426,2427,3764,1112,1644,2866,42.25,6954.02,0.81,33.04,5039.63,0.84,30.18,5205.88,0.87,26.7,5336.55,0.81,29.54,5124.65,0.82
sprayAndWait,extreme_load,run46,35.52,46.67,5700.44,0.83,2.33,18799.0,6678.0,15554.0,8773.0,3761,1631,1800,3588,3753,1262,1685,2882,3761,1308,1804,3148,3760,1280,1771,2645,3764,1197,1713,3291,43.37,7066.87,0.87,33.63,5352.15,0.84,34.78,5224.66,0.81,34.04,5084.15,0.69,31.8,5384.73,0.96
sprayAndWait,extreme_load,run47,34.03,45.25,5482.43,0.79,2.21,18799.0,6397.0,14154.0,8507.0,3761,1573,1772,3470,3753,1240,1649,2575,3761,1205,1653,2854,3760,1286,1712,2836,3764,1093,1721,2419,41.82,6533.03,0.88,33.04,5219.13,0.72,32.04,5155.62,0.85,34.2,5116.98,0.78,29.04,5059.47,0.72
sprayAndWait,extreme_load,run48,35.13,45.28,5685.29,0.85,2.38,18799.0,6605.0,15703.0,8513.0,3761,1690,1743,3532,3753,1432,1875,3471,3761,1151,1631,3028,3760,1063,1458,2603,3764,1269,1806,3069,44.93,6994.73,0.85,38.16,5140.87,0.87,30.6,5272.41,0.92,28.27,5392.79,0.84,33.71,5175.28,0.79
sprayAndWait,extreme_load,run49,38.64,46.82,5626.21,0.82,2.26,18799.0,7263.0,16419.0,8802.0,3761,1664,1722,3683,3753,1345,1649,3207,3761,1538,1865,3183,3760,1383,1774,3209,3764,1333,1792,3137,44.24,7033.35,0.89,35.84,5398.41,0.9,40.89,5045.69,0.71,36.78,5237.34,0.85,35.41,5172.75,0.77
sprayAndWait,extreme_load,run5,37.68,47.45,5697.5,0.78,2.17,18799.0,7084.0,15374.0,8921.0,3761,1742,1769,3376,3753,1384,1802,3343,3761,1319,1738,3078,3760,1397,1860,3112,3764,1242,1752,2465,46.32,7100.93,0.81,36.88,5191.24,0.87,35.07,5394.38,0.78,37.15,5185.12,0.74,33.0,5191.45,0.67
sprayAndWait,extreme_load,run50,38.21,47.91,5395.96,0.78,2.15,18799.0,7183.0,15411.0,9006.0,3761,1553,1620,2751,3753,1387,1765,3410,3761,1455,1812,3162,3760,1449,1909,2864,3764,1339,1900,3224,41.29,6411.75,0.71,36.96,5086.58,0.88,38.69,4965.55,0.75,38.54,5258.79,0.69,35.57,5154.46,0.88
sprayAndWait,extreme_load,run6,37.11,48.36,5543.4,0.76,2.11,18799.0,6977.0,14710.0,9091.0,3761,1707,1924,3444,3753,1437,1881,3204,3761,1258,1684,2717,3760,1326,1824,2704,3764,1249,1778,2641,45.39,6842.5,0.85,38.29,5056.15,0.73,33.45,5160.65,0.73,35.27,5219.33,0.74,33.18,5058.1,0.71
sprayAndWait,extreme_load,run7,40.5,48.16,5600.17,0.8,2.1,18799.0,7613.0,15968.0,9053.0,3761,1895,1898,3657,3753,1420,1760,3083,3761,1521,1832,3180,3760,1390,1764,3051,3764,1387,1799,2997,50.39,6776.08,0.85,37.84,5083.78,0.85,40.44,5203.62,0.71,36.97,5213.27,0.78,36.85,5344.83,0.78
sprayAndWait,extreme_load,run8,31.71,42.73,5578.04,0.84,2.43,18799.0,5961.0,14503.0,8032.0,3761,1542,1715,2975,3753,1004,1330,2669,3761,1074,1549,2843,3760,1207,1787,3413,3764,1134,1651,2603,41.0,6783.65,0.82,26.75,5234.16,0.85,28.56,5139.29,0.85,32.1,5201.78,0.96,30.13,5059.12,0.73
sprayAndWait,extreme_load,run9,37.5,47.16,5789.23,0.76,2.16,18799.0,7049.0,15213.0,8866.0,3761,1648,1646,2917,3753,1393,1767,3032,3761,1349,1830,3185,3760,1397,1807,3365,3764,1262,1816,2714,43.82,7230.38,0.75,37.12,5337.63,0.83,35.87,5544.64,0.7,37.15,5379.42,0.84,33.53,5120.85,0.66
