protocol,load,run,delivery_prob,abort_prob,latency_avg,hopcount_avg,overhead_ratio,total_created,total_delivered,total_relays,total_aborted,P5_created,P5_delivered,P5_aborted,P5_relays,P4_created,P4_delivered,P4_aborted,P4_relays,P3_created,P3_delivered,P3_aborted,P3_relays,P2_created,P2_delivered,P2_aborted,P2_relays,P1_created,P1_delivered,P1_aborted,P1_relays,P5_deliveryRate,P5_avgLatency,P5_avgHops,P4_deliveryRate,P4_avgLatency,P4_avgHops,P3_deliveryRate,P3_avgLatency,P3_avgHops,P2_deliveryRate,P2_avgLatency,P2_avgHops,P1_deliveryRate,P1_avgLatency,P1_avgHops
prophet,low_load,run1,58.47,70.86,5130.01,4.87,18.14,2059.0,1204.0,21844.0,1459.0,411,275,327,5674,415,230,278,3149,409,231,277,2941,415,224,253,2647,409,244,324,7433,66.91,6320.87,5.3,55.42,4723.54,4.21,56.48,4831.96,3.73,53.98,4945.18,4.03,59.66,4622.85,6.86
prophet,low_load,run10,54.4,67.51,5089.54,4.43,17.05,2059.0,1120.0,19099.0,1390.0,411,261,315,4810,415,223,273,2529,409,202,243,2544,415,199,233,2250,409,235,326,6966,63.5,5716.61,4.01,53.73,4989.67,3.58,49.39,4747.47,4.15,47.95,5127.57,3.52,57.46,4749.7,6.7
prophet,low_load,run11,56.53,70.86,5483.27,4.46,16.36,2059.0,1164.0,19044.0,1459.0,411,281,324,5096,415,202,275,2635,409,211,263,2342,415,216,248,2186,409,254,349,6785,68.37,6811.92,5.62,48.67,5020.74,4.14,51.59,5143.65,3.35,52.05,5344.75,2.87,62.1,4781.17,5.7
prophet,low_load,run12,55.76,70.76,5150.18,4.25,16.74,2059.0,1148.0,19221.0,1457.0,411,261,318,4635,415,218,272,2920,409,212,263,2706,415,219,260,1988,409,238,344,6972,63.5,6100.75,4.23,52.53,4478.09,4.39,51.83,4884.37,3.66,52.77,5310.5,3.11,58.19,4812.61,5.69
prophet,low_load,run13,59.01,71.25,5024.44,4.89,17.87,2059.0,1215.0,21713.0,1467.0,411,276,331,5422,415,245,284,3210,409,225,255,2539,415,229,257,2504,409,240,340,8038,67.15,6085.75,4.87,59.04,4599.67,3.88,55.01,4715.86,4.16,55.18,5086.84,3.82,58.68,4467.31,7.64
prophet,low_load,run14,56.92,69.21,5193.95,4.33,16.9,2059.0,1172.0,19810.0,1425.0,411,270,321,4933,415,221,265,3015,409,219,260,2578,415,219,235,1904,409,243,344,7380,65.69,6368.52,4.19,53.25,4710.29,3.8,53.55,4962.04,4.0,52.77,4925.0,2.7,59.41,4780.15,6.74
prophet,low_load,run15,59.79,71.35,5234.55,4.46,17.3,2059.0,1231.0,21299.0,1469.0,411,264,305,5031,415,248,272,3020,409,231,277,2674,415,230,255,2248,409,258,360,8326,64.23,5916.94,4.59,59.76,5136.62,3.85,56.48,5244.65,3.78,55.42,5080.32,3.09,63.08,4758.9,6.74
prophet,low_load,run16,54.4,68.48,5326.65,4.76,16.24,2059.0,1120.0,18189.0,1410.0,411,257,318,4899,415,208,250,2629,409,199,256,2401,415,212,245,2470,409,244,341,5790,62.53,6247.81,4.84,50.12,5055.22,4.48,48.66,5178.1,4.1,51.08,5054.14,3.79,59.66,4945.73,6.27
prophet,low_load,run17,56.48,69.65,5125.67,4.5,16.42,2059.0,1163.0,19102.0,1434.0,411,261,310,4700,415,229,266,2660,409,212,276,2713,415,222,235,2101,409,239,347,6928,63.5,5652.92,4.42,55.18,5300.27,3.53,51.83,4948.47,4.23,53.49,4713.2,2.53,58.44,4922.88,7.56
prophet,low_load,run18,54.1,66.68,5218.68,4.51,17.44,2059.0,1114.0,19427.0,1373.0,411,246,309,5273,415,215,260,2567,409,204,252,2200,415,216,217,2105,409,233,335,7282,59.85,6238.44,5.36,51.81,5137.31,3.64,49.88,5106.22,3.43,52.05,5036.33,3.4,56.97,4484.63,6.4
prophet,low_load,run19,58.67,70.52,5193.51,4.66,16.04,2059.0,1208.0,19371.0,1452.0,411,262,315,4551,415,235,277,2735,409,225,251,2510,415,218,263,2182,409,268,346,7393,63.75,5941.35,4.61,56.63,5013.07,3.73,55.01,5057.46,4.0,52.53,5006.92,3.35,65.53,4886.62,7.14
prophet,low_load,run2,56.63,68.58,5370.88,4.57,15.79,2059.0,1166.0,18409.0,1412.0,411,272,325,4107,415,219,265,2486,409,200,246,2251,415,216,226,2092,409,259,350,7473,66.18,6586.66,4.05,52.77,5253.69,4.0,48.9,5248.08,3.87,52.05,4908.25,3.17,63.33,4673.81,7.31
prophet,low_load,run20,58.43,69.5,5154.01,4.61,16.45,2059.0,1203.0,19788.0,1431.0,411,264,321,4693,415,236,300,2873,409,212,222,1991,415,225,232,2185,409,266,356,8046,64.23,6299.38,4.82,56.87,5161.13,4.06,51.83,4816.4,3.23,54.22,4947.48,3.2,65.04,4454.7,7.2
prophet,low_load,run21,53.67,68.53,5310.21,4.47,16.54,2059.0,1105.0,18272.0,1411.0,411,264,335,5189,415,205,268,2384,409,175,237,2125,415,224,233,2129,409,237,338,6445,64.23,6421.28,4.75,49.4,4899.65,4.1,42.79,5049.54,3.73,53.98,5085.69,3.29,57.95,4832.37,6.15
prophet,low_load,run22,59.98,72.56,5135.41,4.59,17.34,2059.0,1235.0,21412.0,1494.0,411,286,336,5594,415,238,270,3017,409,222,269,2657,415,226,269,2633,409,263,350,7511,69.59,5616.26,4.63,57.35,5169.17,3.98,54.28,5270.19,4.21,54.46,4947.27,3.57,64.3,4629.84,6.3
prophet,low_load,run23,56.14,70.08,5144.24,4.52,16.82,2059.0,1156.0,19449.0,1443.0,411,265,312,5262,415,235,296,3158,409,209,252,2350,415,206,241,2092,409,241,342,6587,64.48,5902.98,4.73,56.63,4919.52,4.27,51.1,4957.62,3.29,49.64,4987.57,3.31,58.92,4824.82,6.63
prophet,low_load,run24,56.14,70.57,5364.82,4.36,16.43,2059.0,1156.0,18994.0,1453.0,411,263,318,4690,415,229,279,2683,409,216,263,2561,415,207,249,2031,409,241,344,7029,63.99,6217.51,4.6,55.18,5043.6,3.76,52.81,4977.44,3.59,49.88,5311.07,2.93,58.92,5132.87,6.59
prophet,low_load,run25,56.92,70.33,5382.31,4.48,16.06,2059.0,1172.0,18823.0,1448.0,411,263,319,4599,415,207,274,2527,409,205,253,2382,415,235,256,2225,409,262,346,7090,63.99,6509.73,4.6,49.88,5274.19,3.92,50.12,5061.88,3.95,56.63,5062.22,2.92,64.06,4873.85,6.62
prophet,low_load,run26,56.78,68.67,4969.42,4.41,17.15,2059.0,1169.0,20043.0,1414.0,411,255,314,4667,415,229,275,2863,409,232,253,2645,415,211,221,2123,409,242,351,7745,62.04,5519.59,4.46,55.18,4753.64,3.61,56.72,5124.48,3.81,50.84,4709.77,3.21,59.17,4671.6,6.75
prophet,low_load,run27,60.81,71.05,5009.82,4.53,17.4,2059.0,1252.0,21786.0,1463.0,411,267,318,5194,415,240,283,3120,409,249,270,2970,415,229,231,2018,409,267,361,8484,64.96,6126.75,4.81,57.83,4886.7,4.05,60.88,4761.33,3.51,55.18,4708.77,2.3,65.28,4493.49,7.55
prophet,low_load,run28,60.27,72.66,5046.34,4.79,17.54,2059.0,1241.0,21765.0,1496.0,411,272,326,5411,415,247,300,3473,409,228,267,2653,415,236,255,2595,409,258,348,7633,66.18,6040.81,4.85,59.52,5126.16,4.87,55.75,4680.53,3.61,56.87,4642.56,3.18,63.08,4614.14,7.16
prophet,low_load,run29,57.94,71.39,5101.04,4.23,16.25,2059.0,1193.0,19391.0,1470.0,411,272,333,5013,415,234,272,2661,409,209,263,2678,415,225,252,2027,409,253,350,7012,66.18,5879.78,4.39,56.39,5063.11,3.48,51.1,4970.37,3.8,54.22,5040.71,3.13,61.86,4460.48,6.1
prophet,low_load,run3,55.27,68.58,5195.36,4.19,16.04,2059.0,1138.0,18258.0,1412.0,411,272,322,4883,415,209,249,2341,409,208,249,2511,415,211,256,2107,409,238,336,6416,66.18,5991.12,4.45,50.36,5393.9,3.39,50.86,4826.52,3.82,50.84,5173.45,3.18,58.19,4453.32,5.8
prophet,low_load,run30,53.67,64.64,5208.86,4.23,16.75,2059.0,1105.0,18505.0,1331.0,411,252,313,4932,415,201,222,2076,409,203,216,1698,415,209,240,2086,409,240,340,7713,61.31,5846.03,4.45,48.43,4956.54,2.71,49.63,5327.12,2.49,50.36,4966.64,3.36,58.68,4862.08,7.5
prophet,low_load,run31,57.7,73.87,5154.74,4.81,17.84,2059.0,1188.0,21191.0,1521.0,411,265,332,5045,415,229,279,2766,409,222,283,3390,415,219,271,2578,409,253,356,7412,64.48,6113.32,4.78,55.18,4841.51,4.1,54.28,4795.82,4.34,52.77,5253.09,3.68,61.86,4664.02,6.87
prophet,low_load,run32,56.14,68.38,5387.91,4.46,15.99,2059.0,1156.0,18481.0,1408.0,411,277,321,4785,415,202,275,2612,409,213,236,2083,415,210,232,1860,409,254,344,7141,67.4,6576.83,4.45,48.67,5499.83,3.96,52.08,5034.87,2.92,50.6,4915.72,3.21,62.1,4688.78,7.21
prophet,low_load,run33,55.95,67.7,5159.72,4.6,16.64,2059.0,1152.0,19166.0,1394.0,411,249,300,4731,415,223,262,2607,409,228,259,2630,415,207,233,2051,409,245,340,7147,60.58,6036.9,4.97,53.73,5025.79,3.74,55.75,4795.09,4.31,49.88,5316.66,3.3,59.9,4596.87,6.4
prophet,low_load,run34,58.33,72.12,5126.57,4.72,18.33,2059.0,1201.0,22014.0,1485.0,411,265,325,5473,415,227,280,3289,409,220,265,2820,415,235,257,2452,409,254,358,7980,64.48,6020.88,5.14,54.7,4760.56,4.67,53.79,5245.76,3.88,56.63,4778.34,3.15,62.1,4739.56,6.5
prophet,low_load,run35,58.52,68.92,5378.6,4.31,16.68,2059.0,1205.0,20103.0,1419.0,411,273,318,5144,415,245,247,2646,409,211,252,2009,415,221,248,2423,409,255,354,7881,66.42,6569.62,4.45,59.04,4821.12,2.9,51.59,5242.17,3.0,53.25,5113.24,3.19,62.35,4982.02,7.57
prophet,low_load,run36,58.09,71.44,5184.28,4.47,17.09,2059.0,1196.0,20444.0,1471.0,411,273,316,5083,415,230,272,2736,409,205,257,2548,415,230,260,2638,409,258,366,7439,66.42,5839.8,4.89,55.42,5098.01,3.82,50.12,4810.83,3.47,55.42,4802.03,3.0,63.08,5205.04,6.72
prophet,low_load,run37,53.57,69.4,5289.69,4.35,16.82,2059.0,1103.0,18551.0,1429.0,411,267,310,4872,415,199,273,2915,409,206,270,2552,415,209,240,2149,409,222,336,6063,64.96,6316.59,4.4,47.95,4912.66,4.48,50.37,5133.23,3.83,50.36,5136.24,3.0,54.28,4682.24,5.94
prophet,low_load,run38,56.39,69.06,5070.09,4.48,16.87,2059.0,1161.0,19583.0,1422.0,411,266,313,4846,415,219,262,2941,409,214,253,2440,415,202,239,2200,409,260,355,7156,64.72,6263.29,4.93,52.77,4796.3,4.4,52.32,4868.96,3.29,48.67,4622.79,3.05,63.57,4593.04,6.2
prophet,low_load,run39,56.48,70.57,5106.66,4.48,17.4,2059.0,1163.0,20236.0,1453.0,411,262,324,5044,415,227,268,2787,409,213,260,2642,415,215,240,2307,409,246,361,7456,63.75,5825.14,4.61,54.7,5067.65,4.0,52.08,4768.05,3.29,51.81,4955.57,3.07,60.15,4802.71,7.07
prophet,low_load,run4,57.65,70.03,5003.01,4.7,17.96,2059.0,1187.0,21324.0,1442.0,411,253,303,5783,415,240,284,3192,409,223,253,2808,415,231,249,2516,409,240,353,7025,61.56,5844.4,5.43,57.83,4919.02,4.35,54.52,4785.12,4.13,55.66,4603.58,3.09,58.68,4786.96,6.35
prophet,low_load,run40,56.0,65.13,5233.15,4.16,15.16,2059.0,1153.0,17480.0,1341.0,411,253,292,4452,415,229,258,2448,409,210,234,2156,415,221,237,1866,409,240,320,6558,61.56,5730.46,4.08,55.18,5089.6,3.58,51.34,5380.84,3.58,53.25,5208.89,2.88,58.68,4738.95,6.48
prophet,low_load,run41,56.14,69.06,5292.35,4.7,17.22,2059.0,1156.0,19906.0,1422.0,411,259,313,4910,415,214,270,2888,409,216,257,2593,415,224,248,2111,409,243,334,7404,63.02,6522.63,4.92,51.57,5139.84,4.26,52.81,5215.07,3.98,53.98,4718.56,2.96,59.41,4713.01,7.1
prophet,low_load,run42,58.67,70.18,5187.74,4.88,18.33,2059.0,1208.0,22140.0,1445.0,411,256,323,5424,415,255,267,3355,409,217,257,2791,415,226,244,2813,409,254,354,7757,62.29,6353.7,5.23,61.45,5054.76,4.33,53.06,4859.41,3.92,54.46,4950.3,4.19,62.1,4637.87,6.52
prophet,low_load,run43,58.33,69.89,5098.17,4.52,17.52,2059.0,1201.0,21044.0,1439.0,411,273,309,5311,415,228,279,2725,409,213,257,2734,415,228,256,2388,409,259,338,7886,66.42,6121.17,5.1,54.94,4830.39,3.59,52.08,4863.65,4.0,54.94,4641.14,2.93,63.33,4850.79,6.55
prophet,low_load,run44,56.68,69.21,5263.48,4.87,18.62,2059.0,1167.0,21732.0,1425.0,411,257,335,5319,415,223,257,2881,409,208,250,2842,415,227,250,2479,409,252,333,8211,62.53,6477.66,5.29,53.73,5098.31,3.91,50.86,5239.3,4.77,54.7,4674.01,3.28,61.61,4722.33,6.78
prophet,low_load,run45,55.22,69.99,4982.68,4.4,17.49,2059.0,1137.0,19884.0,1441.0,411,248,334,5174,415,215,268,2560,409,212,260,2683,415,229,247,2288,409,233,332,7179,60.34,5699.19,4.67,51.81,4723.71,3.28,51.83,4911.94,3.93,55.18,4948.4,3.25,56.97,4557.09,6.69
prophet,low_load,run46,59.25,72.12,5148.38,4.5,17.33,2059.0,1220.0,21143.0,1485.0,411,277,335,4810,415,233,277,3336,409,205,271,2635,415,247,256,2602,409,258,346,7760,67.4,5985.25,4.55,56.14,5128.65,4.34,50.12,4839.82,3.89,59.52,4947.76,3.16,63.08,4704.93,6.34
prophet,low_load,run47,56.05,67.17,5048.38,4.49,17.32,2059.0,1154.0,19987.0,1383.0,411,257,308,4976,415,211,252,2642,409,204,234,2429,415,232,250,2421,409,250,339,7519,62.53,5707.73,4.86,50.84,5043.19,3.29,49.88,4661.82,3.46,55.9,4860.01,3.14,61.12,4865.19,7.22
prophet,low_load,run48,58.77,68.29,5198.14,4.44,16.91,2059.0,1210.0,20466.0,1406.0,411,260,325,4986,415,228,259,2886,409,225,235,2350,415,238,234,2220,409,259,353,8024,63.26,6304.95,5.13,54.94,4746.43,4.04,55.01,4605.95,3.23,57.35,5367.99,2.99,63.33,4843.06,6.47
prophet,low_load,run49,59.06,72.07,5238.19,4.59,16.88,2059.0,1216.0,20520.0,1484.0,411,289,319,4905,415,228,281,2991,409,227,286,3260,415,227,257,2483,409,245,341,6881,70.32,5805.79,4.27,54.94,4995.6,4.16,55.5,5251.83,4.66,54.7,5241.79,3.53,59.9,4778.44,6.31
prophet,low_load,run5,59.15,70.42,5278.02,4.58,16.9,2059.0,1218.0,20585.0,1450.0,411,260,332,5185,415,236,269,2537,409,234,257,2622,415,223,246,2232,409,265,346,8009,63.26,6242.81,4.93,56.87,5035.57,3.1,57.21,4994.99,3.71,53.73,5060.2,3.14,64.79,4980.56,7.51
prophet,low_load,run50,56.39,68.72,5046.63,4.61,17.71,2059.0,1161.0,20559.0,1415.0,411,258,303,4726,415,236,278,3234,409,204,256,2644,415,212,227,2359,409,251,351,7596,62.77,6285.15,4.26,56.87,4768.02,4.48,49.88,4894.27,4.23,51.08,4729.88,3.25,61.37,4426.91,6.55
prophet,low_load,run6,57.55,70.13,5125.97,4.5,16.39,2059.0,1185.0,19428.0,1444.0,411,277,322,4536,415,222,254,2863,409,221,270,2816,415,220,253,2425,409,245,345,6788,67.4,6074.87,4.45,53.49,4860.86,4.41,54.03,4864.31,3.82,53.01,4819.42,3.29,59.9,4804.64,6.33
prophet,low_load,run7,59.64,72.46,5245.26,4.38,17.32,2059.0,1228.0,21268.0,1492.0,411,269,325,5007,415,243,283,3172,409,224,266,2698,415,243,263,2436,409,249,355,7955,65.45,5953.15,4.44,58.55,5109.06,3.9,54.77,5251.45,3.46,58.55,5182.17,3.17,60.88,4669.42,6.77
prophet,low_load,run8,59.45,73.48,5160.65,4.56,16.88,2059.0,1224.0,20657.0,1513.0,411,290,339,5045,415,248,298,3270,409,216,270,2503,415,225,250,2830,409,245,356,7009,70.56,5789.02,4.67,59.76,4916.84,4.1,52.81,5572.25,3.85,54.22,4763.64,3.8,59.9,4665.4,6.24
prophet,low_load,run9,59.54,73.68,5276.74,4.91,17.57,2059.0,1226.0,21538.0,1517.0,411,282,336,5219,415,240,283,2835,409,217,249,2378,415,231,289,2713,409,256,360,8393,68.61,5907.46,4.34,57.83,4965.41,3.68,53.06,5078.84,3.7,55.66,5208.7,3.96,62.59,5102.96,8.57
prophet,high_load,run1,53.79,39.71,6706.75,1.34,5.22,7318.0,3936.0,20555.0,2906.0,1464,817,652,3758,1462,796,508,2618,1466,776,507,2308,1470,767,482,2222,1456,780,757,9649,55.81,6568.55,1.31,54.45,6600.19,1.1,52.93,6935.95,1.08,52.18,6794.11,0.93,53.57,6646.33,2.28
prophet,high_load,run10,50.03,41.87,6779.39,1.55,5.42,7318.0,3661.0,19834.0,3064.0,1464,806,682,3405,1462,757,535,2846,1466,700,524,2570,1470,675,519,1993,1456,723,804,9020,55.05,6912.71,1.43,51.78,6780.02,1.33,47.75,6498.17,1.24,45.92,6761.83,1.06,49.66,6918.77,2.66
prophet,high_load,run11,50.9,40.2,6458.29,1.45,5.2,7318.0,3725.0,19376.0,2942.0,1464,754,694,3398,1462,741,530,2654,1466,759,468,2516,1470,737,459,1983,1456,734,791,8825,51.5,6694.59,1.46,50.68,6328.24,1.25,51.77,6585.31,1.15,50.14,6363.53,0.91,50.41,6310.63,2.52
prophet,high_load,run12,52.84,40.75,6750.78,1.43,5.15,7318.0,3867.0,19923.0,2982.0,1464,814,678,3535,1462,793,512,2363,1466,708,511,2275,1470,787,452,1731,1456,765,829,10019,55.6,6784.23,1.38,54.24,6716.34,1.09,48.29,6539.05,1.0,53.54,6845.85,0.83,52.54,6849.05,2.85
prophet,high_load,run13,52.91,40.31,6473.35,1.47,5.44,7318.0,3872.0,21062.0,2950.0,1464,812,728,3765,1462,787,499,2916,1466,777,478,2307,1470,764,448,1990,1456,732,797,10084,55.46,6603.68,1.5,53.83,6333.27,1.35,53.0,6597.0,1.05,51.97,6738.7,0.96,50.27,6071.2,2.54
prophet,high_load,run14,48.92,40.76,6649.19,1.46,5.08,7318.0,3580.0,18171.0,2983.0,1464,756,727,3626,1462,696,533,2712,1466,739,494,2153,1470,676,443,1876,1456,713,786,7804,51.64,6835.52,1.51,47.61,6728.93,1.5,50.41,6644.43,0.95,45.99,6694.1,1.09,48.97,6336.11,2.25
prophet,high_load,run15,51.97,41.19,6580.58,1.49,5.29,7318.0,3803.0,20104.0,3014.0,1464,812,713,4027,1462,794,538,2987,1466,712,464,1974,1470,729,502,2222,1456,756,797,8894,55.46,6261.38,1.53,54.31,6430.13,1.4,48.57,6766.68,0.98,49.59,7013.87,1.1,51.92,6488.33,2.38
prophet,high_load,run16,50.77,38.58,6517.43,1.37,5.06,7318.0,3715.0,18815.0,2823.0,1464,768,652,3448,1462,770,474,2263,1466,696,483,2069,1470,751,458,1902,1456,730,756,9133,52.46,6779.05,1.38,52.67,6314.34,1.12,47.48,6480.7,1.09,51.09,6777.67,0.87,50.14,6223.72,2.4
prophet,high_load,run17,48.77,39.78,6643.02,1.38,5.09,7318.0,3569.0,18167.0,2911.0,1464,655,602,3271,1462,754,547,2386,1466,707,510,2084,1470,753,514,2080,1456,700,738,8346,44.74,6495.65,1.53,51.57,6434.34,1.01,48.23,7109.94,1.13,51.22,6520.5,1.02,48.08,6665.88,2.25
prophet,high_load,run18,53.74,41.25,6427.08,1.45,5.41,7318.0,3933.0,21280.0,3019.0,1464,828,750,4289,1462,826,517,2816,1466,763,493,2302,1470,774,466,2144,1456,742,793,9729,56.56,6669.05,1.59,56.5,6180.5,1.06,52.05,6749.39,1.06,52.65,6336.49,1.01,50.96,6194.62,2.58
prophet,high_load,run19,47.99,40.23,6843.42,1.41,5.24,7318.0,3512.0,18397.0,2944.0,1464,759,693,3574,1462,721,524,2393,1466,723,514,2461,1470,692,485,1751,1456,617,728,8218,51.84,6755.84,1.42,49.32,7115.18,1.05,49.32,6539.37,1.14,47.07,6969.93,0.86,42.38,6848.01,2.77
prophet,high_load,run2,48.48,40.05,6761.55,1.47,5.36,7318.0,3548.0,19004.0,2931.0,1464,765,686,3356,1462,661,532,2429,1466,704,482,2437,1470,685,449,1855,1456,733,782,8927,52.25,6654.93,1.42,45.21,6791.33,1.17,48.02,7037.52,1.26,46.6,6790.01,1.08,50.34,6554.34,2.37
prophet,high_load,run20,52.0,39.94,6482.93,1.55,5.67,7318.0,3805.0,21583.0,2923.0,1464,826,661,3771,1462,765,502,2850,1466,777,478,2330,1470,699,496,2702,1456,738,786,9930,56.42,6632.84,1.34,52.33,6406.56,1.24,53.0,6503.36,0.96,47.55,6431.75,1.38,50.69,6421.26,2.9
prophet,high_load,run21,49.9,38.97,6631.87,1.4,5.13,7318.0,3652.0,18742.0,2852.0,1464,718,609,3691,1462,733,493,2258,1466,726,513,2445,1470,754,472,1618,1456,721,765,8730,49.04,6508.72,1.72,50.14,7049.85,1.11,49.52,6435.75,1.27,51.29,7093.27,0.75,49.52,6044.53,2.2
prophet,high_load,run22,53.54,40.57,6739.73,1.6,5.7,7318.0,3918.0,22342.0,2969.0,1464,823,709,4030,1462,805,504,3079,1466,723,490,2618,1470,801,460,2410,1456,766,806,10205,56.22,6947.8,1.48,55.06,6721.22,1.39,49.32,6782.0,1.23,54.49,6604.05,0.95,52.61,6637.64,3.0
prophet,high_load,run23,50.07,38.74,6640.23,1.44,5.39,7318.0,3664.0,19747.0,2835.0,1464,794,643,3692,1462,669,515,2764,1466,725,463,2513,1470,751,455,2144,1456,725,759,8634,54.23,6481.58,1.49,45.76,6945.83,1.51,49.45,6451.9,1.1,51.09,6712.69,0.91,49.79,6645.26,2.21
prophet,high_load,run24,50.74,39.38,6649.57,1.45,5.16,7318.0,3713.0,19157.0,2882.0,1464,759,652,3669,1462,778,506,2596,1466,715,464,2428,1470,718,487,2039,1456,743,773,8425,51.84,6675.61,1.6,53.21,6750.67,1.12,48.77,6781.53,1.28,48.84,6540.66,0.94,51.03,6495.36,2.32
prophet,high_load,run25,47.68,37.41,6666.84,1.37,4.81,7318.0,3489.0,16794.0,2738.0,1464,696,582,2855,1462,697,480,2037,1466,679,487,2327,1470,704,466,2225,1456,713,723,7350,47.54,6841.08,1.25,47.67,6347.98,0.88,46.32,6840.15,1.25,47.89,6631.46,1.19,48.97,6678.36,2.27
prophet,high_load,run26,51.16,39.9,6576.73,1.49,5.46,7318.0,3744.0,20447.0,2920.0,1464,765,666,3755,1462,731,515,2471,1466,703,494,2341,1470,754,454,2316,1456,791,791,9564,52.25,6638.01,1.66,50.0,6791.6,1.07,47.95,6667.33,1.16,51.29,6685.77,1.1,54.33,6134.43,2.36
prophet,high_load,run27,48.14,40.2,6304.66,1.49,5.54,7318.0,3523.0,19514.0,2942.0,1464,767,691,4005,1462,732,539,2528,1466,680,457,2179,1470,615,455,1809,1456,729,800,8993,52.39,6099.69,1.64,50.07,6451.36,1.12,46.38,6524.74,1.05,41.84,6424.61,1.02,50.07,6066.52,2.52
prophet,high_load,run28,53.1,40.87,6495.69,1.46,5.35,7318.0,3886.0,20771.0,2991.0,1464,805,670,3792,1462,774,537,2797,1466,805,517,2907,1470,717,463,2302,1456,785,804,8973,54.99,6542.95,1.55,52.94,6448.09,1.05,54.91,6561.88,1.28,48.78,6303.44,1.15,53.91,6601.87,2.24
prophet,high_load,run29,52.51,42.33,6676.59,1.41,5.16,7318.0,3843.0,19814.0,3098.0,1464,827,729,3529,1462,771,545,2851,1466,752,512,2524,1470,745,493,2138,1456,748,819,8772,56.49,6501.44,1.37,52.74,6580.58,1.33,51.3,7044.39,1.03,50.68,6761.47,1.04,51.37,6514.91,2.3
prophet,high_load,run3,46.11,39.71,6517.87,1.52,5.32,7318.0,3374.0,17955.0,2906.0,1464,699,674,3369,1462,694,514,2480,1466,659,487,2205,1470,643,460,2157,1456,679,771,7744,47.75,6779.35,1.51,47.47,6462.03,1.15,44.95,6814.58,1.27,43.74,6182.27,1.17,46.63,6335.61,2.48
prophet,high_load,run30,51.91,40.82,6584.84,1.43,5.22,7318.0,3799.0,19838.0,2987.0,1464,785,677,3415,1462,715,508,2391,1466,755,488,2339,1470,746,483,2199,1456,798,831,9494,53.62,6665.34,1.45,48.91,6638.03,1.09,51.5,6543.63,1.1,50.75,6649.29,1.04,54.81,6436.75,2.38
prophet,high_load,run31,51.18,41.54,6440.96,1.57,5.65,7318.0,3745.0,21177.0,3040.0,1464,752,660,3957,1462,778,574,2969,1466,755,546,2871,1470,773,528,2410,1456,687,732,8970,51.37,6832.04,1.71,53.21,6398.43,1.27,51.5,6280.25,1.24,52.59,6275.84,1.06,47.18,6423.47,2.72
prophet,high_load,run32,46.13,36.51,6485.93,1.21,4.8,7318.0,3376.0,16217.0,2672.0,1464,678,579,2605,1462,626,464,1976,1466,687,469,1765,1470,691,422,1584,1456,694,738,8287,46.31,6568.18,1.12,42.82,6387.66,1.04,46.86,6554.01,0.9,47.01,6596.89,0.78,47.66,6316.36,2.17
prophet,high_load,run33,48.48,40.01,6710.34,1.48,5.05,7318.0,3548.0,17920.0,2928.0,1464,790,692,3415,1462,691,529,2541,1466,615,481,1941,1470,709,452,1806,1456,743,774,8217,53.96,6405.81,1.41,47.26,6904.15,1.27,41.95,6756.11,1.13,48.23,6961.84,0.92,51.03,6576.01,2.56
prophet,high_load,run34,49.85,38.9,6435.6,1.42,5.08,7318.0,3648.0,18548.0,2847.0,1464,810,689,3815,1462,772,522,2488,1466,681,479,2289,1470,663,451,1691,1456,722,706,8265,55.33,6434.13,1.6,52.8,6341.57,1.07,46.45,6505.83,1.14,45.1,6334.94,0.92,49.59,6564.01,2.3
prophet,high_load,run35,50.51,39.86,6704.5,1.34,5.06,7318.0,3696.0,18711.0,2917.0,1464,783,674,3868,1462,734,496,2330,1466,685,493,2084,1470,729,461,1920,1456,765,793,8509,53.48,6747.96,1.48,50.21,6735.32,1.04,46.73,6693.82,1.09,49.59,6935.01,0.87,52.54,6420.35,2.14
prophet,high_load,run36,48.95,39.33,6789.17,1.41,5.13,7318.0,3582.0,18367.0,2878.0,1464,765,673,3349,1462,712,502,2673,1466,688,474,2121,1470,728,453,2066,1456,689,776,8158,52.25,6848.17,1.36,48.7,6990.38,1.24,46.93,6617.2,1.05,49.52,6877.34,1.07,47.32,6594.3,2.35
prophet,high_load,run37,49.96,38.25,6653.49,1.45,5.28,7318.0,3656.0,19293.0,2799.0,1464,757,627,3973,1462,725,481,2413,1466,744,485,2323,1470,751,466,2109,1456,679,740,8475,51.71,6525.29,1.57,49.59,6850.02,0.97,50.75,6792.88,1.02,51.09,6479.74,0.87,46.63,6626.02,2.93
prophet,high_load,run38,50.27,41.46,6795.42,1.4,4.97,7318.0,3679.0,18302.0,3034.0,1464,779,655,3032,1462,726,578,2963,1466,697,501,2227,1470,720,488,2083,1456,757,812,7997,53.21,6680.91,1.39,49.66,6824.95,1.5,47.54,7097.2,1.15,48.98,6753.05,0.9,51.99,6647.37,2.0
prophet,high_load,run39,49.82,40.89,6655.26,1.4,5.03,7318.0,3646.0,18355.0,2992.0,1464,794,701,3600,1462,757,530,2229,1466,665,480,2256,1470,718,485,1976,1456,712,796,8294,54.23,6763.32,1.52,51.78,6559.21,0.97,45.36,6281.9,1.08,48.84,6811.88,0.96,48.9,6827.66,2.48
